year,month,day,team_1,team_2,score_1,score_2,location,mvp_player,review1,review2
2024,5,25,삼성,롯데,6,7,사직,박승욱,"
    2024-5-25에 사직에서 열린 경기에서 롯데가 삼성를 상대로 7 대 6로 승리를 거두었습니다. 롯데는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 박승욱가 MVP로 선정되었습니다. 이번 승리로 롯데는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-5-25에 사직에서 열린 경기에서 삼성는 롯데를 상대로 6 대 7로 아쉽게 패배하였습니다. 삼성는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 롯데의 공세를 막지 못했습니다. 이번 패배로 삼성는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,5,26,삼성,롯데,1,9,사직,레이예스,"
    2024-5-26에 사직에서 열린 경기에서 롯데가 삼성를 상대로 9 대 1로 승리를 거두었습니다. 롯데는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 레이예스가 MVP로 선정되었습니다. 이번 승리로 롯데는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-5-26에 사직에서 열린 경기에서 삼성는 롯데를 상대로 1 대 9로 아쉽게 패배하였습니다. 삼성는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 롯데의 공세를 막지 못했습니다. 이번 패배로 삼성는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,5,26,두산,KIA,2,5,광주,나성범,"
    2024-5-26에 광주에서 열린 경기에서 KIA가 두산를 상대로 5 대 2로 승리를 거두었습니다. KIA는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 나성범가 MVP로 선정되었습니다. 이번 승리로 KIA는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-5-26에 광주에서 열린 경기에서 두산는 KIA를 상대로 2 대 5로 아쉽게 패배하였습니다. 두산는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 KIA의 공세를 막지 못했습니다. 이번 패배로 두산는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,5,26,NC,LG,3,6,잠실,박해민,"
    2024-5-26에 잠실에서 열린 경기에서 LG가 NC를 상대로 6 대 3로 승리를 거두었습니다. LG는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 박해민가 MVP로 선정되었습니다. 이번 승리로 LG는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-5-26에 잠실에서 열린 경기에서 NC는 LG를 상대로 3 대 6로 아쉽게 패배하였습니다. NC는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 LG의 공세를 막지 못했습니다. 이번 패배로 NC는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,5,28,KIA,NC,11,8,창원,나성범,"
    2024-5-28에 창원에서 열린 경기에서 KIA가 NC를 상대로 11 대 8로 승리를 거두었습니다. KIA는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 나성범가 MVP로 선정되었습니다. 이번 승리로 KIA는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-5-28에 창원에서 열린 경기에서 NC는 KIA를 상대로 8 대 11로 아쉽게 패배하였습니다. NC는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 KIA의 공세를 막지 못했습니다. 이번 패배로 NC는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,5,28,키움,삼성,4,3,대구,송성문,"
    2024-5-28에 대구에서 열린 경기에서 키움가 삼성를 상대로 4 대 3로 승리를 거두었습니다. 키움는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 송성문가 MVP로 선정되었습니다. 이번 승리로 키움는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-5-28에 대구에서 열린 경기에서 삼성는 키움를 상대로 3 대 4로 아쉽게 패배하였습니다. 삼성는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 키움의 공세를 막지 못했습니다. 이번 패배로 삼성는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,5,28,롯데,한화,3,12,대전,채은성,"
    2024-5-28에 대전에서 열린 경기에서 한화가 롯데를 상대로 12 대 3로 승리를 거두었습니다. 한화는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 채은성가 MVP로 선정되었습니다. 이번 승리로 한화는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-5-28에 대전에서 열린 경기에서 롯데는 한화를 상대로 3 대 12로 아쉽게 패배하였습니다. 롯데는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 한화의 공세를 막지 못했습니다. 이번 패배로 롯데는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,5,28,LG,SSG,7,5,문학,홍창기,"
    2024-5-28에 문학에서 열린 경기에서 LG가 SSG를 상대로 7 대 5로 승리를 거두었습니다. LG는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 홍창기가 MVP로 선정되었습니다. 이번 승리로 LG는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-5-28에 문학에서 열린 경기에서 SSG는 LG를 상대로 5 대 7로 아쉽게 패배하였습니다. SSG는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 LG의 공세를 막지 못했습니다. 이번 패배로 SSG는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,5,28,KT,두산,12,3,잠실,쿠에바스,"
    2024-5-28에 잠실에서 열린 경기에서 KT가 두산를 상대로 12 대 3로 승리를 거두었습니다. KT는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 쿠에바스가 MVP로 선정되었습니다. 이번 승리로 KT는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-5-28에 잠실에서 열린 경기에서 두산는 KT를 상대로 3 대 12로 아쉽게 패배하였습니다. 두산는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 KT의 공세를 막지 못했습니다. 이번 패배로 두산는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,5,29,KT,두산,6,12,잠실,이유찬,"
    2024-5-29에 잠실에서 열린 경기에서 두산가 KT를 상대로 12 대 6로 승리를 거두었습니다. 두산는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 이유찬가 MVP로 선정되었습니다. 이번 승리로 두산는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-5-29에 잠실에서 열린 경기에서 KT는 두산를 상대로 6 대 12로 아쉽게 패배하였습니다. KT는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 두산의 공세를 막지 못했습니다. 이번 패배로 KT는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,5,29,LG,SSG,13,4,문학,박동원,"
    2024-5-29에 문학에서 열린 경기에서 LG가 SSG를 상대로 13 대 4로 승리를 거두었습니다. LG는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 박동원가 MVP로 선정되었습니다. 이번 승리로 LG는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-5-29에 문학에서 열린 경기에서 SSG는 LG를 상대로 4 대 13로 아쉽게 패배하였습니다. SSG는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 LG의 공세를 막지 못했습니다. 이번 패배로 SSG는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,5,29,롯데,한화,0,3,대전,황준서,"
    2024-5-29에 대전에서 열린 경기에서 한화가 롯데를 상대로 3 대 0로 승리를 거두었습니다. 한화는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 황준서가 MVP로 선정되었습니다. 이번 승리로 한화는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-5-29에 대전에서 열린 경기에서 롯데는 한화를 상대로 0 대 3로 아쉽게 패배하였습니다. 롯데는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 한화의 공세를 막지 못했습니다. 이번 패배로 롯데는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,5,29,키움,삼성,11,5,대구,이주형,"
    2024-5-29에 대구에서 열린 경기에서 키움가 삼성를 상대로 11 대 5로 승리를 거두었습니다. 키움는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 이주형가 MVP로 선정되었습니다. 이번 승리로 키움는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-5-29에 대구에서 열린 경기에서 삼성는 키움를 상대로 5 대 11로 아쉽게 패배하였습니다. 삼성는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 키움의 공세를 막지 못했습니다. 이번 패배로 삼성는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,5,29,KIA,NC,6,3,창원,김도영,"
    2024-5-29에 창원에서 열린 경기에서 KIA가 NC를 상대로 6 대 3로 승리를 거두었습니다. KIA는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 김도영가 MVP로 선정되었습니다. 이번 승리로 KIA는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-5-29에 창원에서 열린 경기에서 NC는 KIA를 상대로 3 대 6로 아쉽게 패배하였습니다. NC는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 KIA의 공세를 막지 못했습니다. 이번 패배로 NC는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,5,30,KIA,NC,11,2,창원,최원준,"
    2024-5-30에 창원에서 열린 경기에서 KIA가 NC를 상대로 11 대 2로 승리를 거두었습니다. KIA는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 최원준가 MVP로 선정되었습니다. 이번 승리로 KIA는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-5-30에 창원에서 열린 경기에서 NC는 KIA를 상대로 2 대 11로 아쉽게 패배하였습니다. NC는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 KIA의 공세를 막지 못했습니다. 이번 패배로 NC는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,5,30,키움,삼성,2,4,대구,레예스,"
    2024-5-30에 대구에서 열린 경기에서 삼성가 키움를 상대로 4 대 2로 승리를 거두었습니다. 삼성는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 레예스가 MVP로 선정되었습니다. 이번 승리로 삼성는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-5-30에 대구에서 열린 경기에서 키움는 삼성를 상대로 2 대 4로 아쉽게 패배하였습니다. 키움는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 삼성의 공세를 막지 못했습니다. 이번 패배로 키움는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,5,30,롯데,한화,0,15,대전,김기중,"
    2024-5-30에 대전에서 열린 경기에서 한화가 롯데를 상대로 15 대 0로 승리를 거두었습니다. 한화는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 김기중가 MVP로 선정되었습니다. 이번 승리로 한화는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-5-30에 대전에서 열린 경기에서 롯데는 한화를 상대로 0 대 15로 아쉽게 패배하였습니다. 롯데는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 한화의 공세를 막지 못했습니다. 이번 패배로 롯데는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,5,30,LG,SSG,2,8,문학,최정,"
    2024-5-30에 문학에서 열린 경기에서 SSG가 LG를 상대로 8 대 2로 승리를 거두었습니다. SSG는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 최정가 MVP로 선정되었습니다. 이번 승리로 SSG는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-5-30에 문학에서 열린 경기에서 LG는 SSG를 상대로 2 대 8로 아쉽게 패배하였습니다. LG는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 SSG의 공세를 막지 못했습니다. 이번 패배로 LG는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,5,30,KT,두산,1,6,잠실,곽빈,"
    2024-5-30에 잠실에서 열린 경기에서 두산가 KT를 상대로 6 대 1로 승리를 거두었습니다. 두산는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 곽빈가 MVP로 선정되었습니다. 이번 승리로 두산는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-5-30에 잠실에서 열린 경기에서 KT는 두산를 상대로 1 대 6로 아쉽게 패배하였습니다. KT는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 두산의 공세를 막지 못했습니다. 이번 패배로 KT는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,5,31,LG,두산,6,3,잠실,김진성,"
    2024-5-31에 잠실에서 열린 경기에서 LG가 두산를 상대로 6 대 3로 승리를 거두었습니다. LG는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 김진성가 MVP로 선정되었습니다. 이번 승리로 LG는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-5-31에 잠실에서 열린 경기에서 두산는 LG를 상대로 3 대 6로 아쉽게 패배하였습니다. 두산는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 LG의 공세를 막지 못했습니다. 이번 패배로 두산는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,5,31,SSG,키움,4,2,고척,문승원,"
    2024-5-31에 고척에서 열린 경기에서 SSG가 키움를 상대로 4 대 2로 승리를 거두었습니다. SSG는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 문승원가 MVP로 선정되었습니다. 이번 승리로 SSG는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-5-31에 고척에서 열린 경기에서 키움는 SSG를 상대로 2 대 4로 아쉽게 패배하였습니다. 키움는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 SSG의 공세를 막지 못했습니다. 이번 패배로 키움는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,5,31,한화,삼성,6,8,대구,채은성,"
    2024-5-31에 대구에서 열린 경기에서 삼성가 한화를 상대로 8 대 6로 승리를 거두었습니다. 삼성는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 채은성가 MVP로 선정되었습니다. 이번 승리로 삼성는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-5-31에 대구에서 열린 경기에서 한화는 삼성를 상대로 6 대 8로 아쉽게 패배하였습니다. 한화는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 삼성의 공세를 막지 못했습니다. 이번 패배로 한화는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,5,31,KT,KIA,8,5,광주,로하스,"
    2024-5-31에 광주에서 열린 경기에서 KT가 KIA를 상대로 8 대 5로 승리를 거두었습니다. KT는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 로하스가 MVP로 선정되었습니다. 이번 승리로 KT는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-5-31에 광주에서 열린 경기에서 KIA는 KT를 상대로 5 대 8로 아쉽게 패배하였습니다. KIA는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 KT의 공세를 막지 못했습니다. 이번 패배로 KIA는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,5,31,NC,롯데,5,13,사직,레이예스,"
    2024-5-31에 사직에서 열린 경기에서 롯데가 NC를 상대로 13 대 5로 승리를 거두었습니다. 롯데는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 레이예스가 MVP로 선정되었습니다. 이번 승리로 롯데는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-5-31에 사직에서 열린 경기에서 NC는 롯데를 상대로 5 대 13로 아쉽게 패배하였습니다. NC는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 롯데의 공세를 막지 못했습니다. 이번 패배로 NC는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,6,1,LG,두산,8,5,잠실,오스틴,"
    2024-6-1에 잠실에서 열린 경기에서 LG가 두산를 상대로 8 대 5로 승리를 거두었습니다. LG는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 오스틴가 MVP로 선정되었습니다. 이번 승리로 LG는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-6-1에 잠실에서 열린 경기에서 두산는 LG를 상대로 5 대 8로 아쉽게 패배하였습니다. 두산는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 LG의 공세를 막지 못했습니다. 이번 패배로 두산는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,6,1,SSG,키움,9,0,고척,최정,"
    2024-6-1에 고척에서 열린 경기에서 SSG가 키움를 상대로 9 대 0로 승리를 거두었습니다. SSG는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 최정가 MVP로 선정되었습니다. 이번 승리로 SSG는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-6-1에 고척에서 열린 경기에서 키움는 SSG를 상대로 0 대 9로 아쉽게 패배하였습니다. 키움는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 SSG의 공세를 막지 못했습니다. 이번 패배로 키움는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,6,1,한화,삼성,4,6,대구,노시환,"
    2024-6-1에 대구에서 열린 경기에서 삼성가 한화를 상대로 6 대 4로 승리를 거두었습니다. 삼성는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 노시환가 MVP로 선정되었습니다. 이번 승리로 삼성는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-6-1에 대구에서 열린 경기에서 한화는 삼성를 상대로 4 대 6로 아쉽게 패배하였습니다. 한화는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 삼성의 공세를 막지 못했습니다. 이번 패배로 한화는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,6,1,KT,KIA,2,4,광주,네일,"
    2024-6-1에 광주에서 열린 경기에서 KIA가 KT를 상대로 4 대 2로 승리를 거두었습니다. KIA는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 네일가 MVP로 선정되었습니다. 이번 승리로 KIA는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-6-1에 광주에서 열린 경기에서 KT는 KIA를 상대로 2 대 4로 아쉽게 패배하였습니다. KT는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 KIA의 공세를 막지 못했습니다. 이번 패배로 KT는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,6,1,NC,롯데,4,2,사직,김영규,"
    2024-6-1에 사직에서 열린 경기에서 NC가 롯데를 상대로 4 대 2로 승리를 거두었습니다. NC는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 김영규가 MVP로 선정되었습니다. 이번 승리로 NC는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-6-1에 사직에서 열린 경기에서 롯데는 NC를 상대로 2 대 4로 아쉽게 패배하였습니다. 롯데는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 NC의 공세를 막지 못했습니다. 이번 패배로 롯데는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,6,2,LG,두산,9,1,잠실,엔스,"
    2024-6-2에 잠실에서 열린 경기에서 LG가 두산를 상대로 9 대 1로 승리를 거두었습니다. LG는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 엔스가 MVP로 선정되었습니다. 이번 승리로 LG는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-6-2에 잠실에서 열린 경기에서 두산는 LG를 상대로 1 대 9로 아쉽게 패배하였습니다. 두산는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 LG의 공세를 막지 못했습니다. 이번 패배로 두산는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,6,2,SSG,키움,6,2,고척,에레디아,"
    2024-6-2에 고척에서 열린 경기에서 SSG가 키움를 상대로 6 대 2로 승리를 거두었습니다. SSG는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 에레디아가 MVP로 선정되었습니다. 이번 승리로 SSG는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-6-2에 고척에서 열린 경기에서 키움는 SSG를 상대로 2 대 6로 아쉽게 패배하였습니다. 키움는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 SSG의 공세를 막지 못했습니다. 이번 패배로 키움는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,6,2,NC,롯데,4,13,사직,김민석,"
    2024-6-2에 사직에서 열린 경기에서 롯데가 NC를 상대로 13 대 4로 승리를 거두었습니다. 롯데는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 김민석가 MVP로 선정되었습니다. 이번 승리로 롯데는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-6-2에 사직에서 열린 경기에서 NC는 롯데를 상대로 4 대 13로 아쉽게 패배하였습니다. NC는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 롯데의 공세를 막지 못했습니다. 이번 패배로 NC는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,6,2,KT,KIA,11,3,광주,쿠에바스,"
    2024-6-2에 광주에서 열린 경기에서 KT가 KIA를 상대로 11 대 3로 승리를 거두었습니다. KT는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 쿠에바스가 MVP로 선정되었습니다. 이번 승리로 KT는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-6-2에 광주에서 열린 경기에서 KIA는 KT를 상대로 3 대 11로 아쉽게 패배하였습니다. KIA는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 KT의 공세를 막지 못했습니다. 이번 패배로 KIA는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,6,2,한화,삼성,0,1,대구,문동주,"
    2024-6-2에 대구에서 열린 경기에서 삼성가 한화를 상대로 1 대 0로 승리를 거두었습니다. 삼성는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 문동주가 MVP로 선정되었습니다. 이번 승리로 삼성는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-6-2에 대구에서 열린 경기에서 한화는 삼성를 상대로 0 대 1로 아쉽게 패배하였습니다. 한화는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 삼성의 공세를 막지 못했습니다. 이번 패배로 한화는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,6,4,키움,LG,11,3,잠실,도슨,"
    2024-6-4에 잠실에서 열린 경기에서 키움가 LG를 상대로 11 대 3로 승리를 거두었습니다. 키움는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 도슨가 MVP로 선정되었습니다. 이번 승리로 키움는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-6-4에 잠실에서 열린 경기에서 LG는 키움를 상대로 3 대 11로 아쉽게 패배하였습니다. LG는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 키움의 공세를 막지 못했습니다. 이번 패배로 LG는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,6,4,삼성,SSG,3,1,문학,송영진,"
    2024-6-4에 문학에서 열린 경기에서 삼성가 SSG를 상대로 3 대 1로 승리를 거두었습니다. 삼성는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 송영진가 MVP로 선정되었습니다. 이번 승리로 삼성는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-6-4에 문학에서 열린 경기에서 SSG는 삼성를 상대로 1 대 3로 아쉽게 패배하였습니다. SSG는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 삼성의 공세를 막지 못했습니다. 이번 패배로 SSG는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,6,4,한화,KT,8,2,수원,장성우,"
    2024-6-4에 수원에서 열린 경기에서 한화가 KT를 상대로 8 대 2로 승리를 거두었습니다. 한화는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 장성우가 MVP로 선정되었습니다. 이번 승리로 한화는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-6-4에 수원에서 열린 경기에서 KT는 한화를 상대로 2 대 8로 아쉽게 패배하였습니다. KT는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 한화의 공세를 막지 못했습니다. 이번 패배로 KT는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,6,4,롯데,KIA,6,0,광주,윌커슨,"
    2024-6-4에 광주에서 열린 경기에서 롯데가 KIA를 상대로 6 대 0로 승리를 거두었습니다. 롯데는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 윌커슨가 MVP로 선정되었습니다. 이번 승리로 롯데는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-6-4에 광주에서 열린 경기에서 KIA는 롯데를 상대로 0 대 6로 아쉽게 패배하였습니다. KIA는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 롯데의 공세를 막지 못했습니다. 이번 패배로 KIA는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,6,4,두산,NC,4,1,창원,권희동,"
    2024-6-4에 창원에서 열린 경기에서 두산가 NC를 상대로 4 대 1로 승리를 거두었습니다. 두산는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 권희동가 MVP로 선정되었습니다. 이번 승리로 두산는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-6-4에 창원에서 열린 경기에서 NC는 두산를 상대로 1 대 4로 아쉽게 패배하였습니다. NC는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 두산의 공세를 막지 못했습니다. 이번 패배로 NC는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,6,5,두산,NC,4,3,창원,박민우,"
    2024-6-5에 창원에서 열린 경기에서 두산가 NC를 상대로 4 대 3로 승리를 거두었습니다. 두산는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 박민우가 MVP로 선정되었습니다. 이번 승리로 두산는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-6-5에 창원에서 열린 경기에서 NC는 두산를 상대로 3 대 4로 아쉽게 패배하였습니다. NC는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 두산의 공세를 막지 못했습니다. 이번 패배로 NC는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
2024,6,5,롯데,KIA,9,3,광주,김도영,"
    2024-6-5에 광주에서 열린 경기에서 롯데가 KIA를 상대로 9 대 3로 승리를 거두었습니다. 롯데는 경기 내내 뛰어난 활약을 펼쳤으며, 특히 김도영가 MVP로 선정되었습니다. 이번 승리로 롯데는 다음 경기에서도 좋은 성적을 기대할 수 있을 것으로 보입니다.
    ","
    2024-6-5에 광주에서 열린 경기에서 KIA는 롯데를 상대로 3 대 9로 아쉽게 패배하였습니다. KIA는 경기 초반에 좋은 출발을 보였으나, 후반에 접어들며 롯데의 공세를 막지 못했습니다. 이번 패배로 KIA는 다음 경기에서 더 나은 성적을 기대하고 있습니다.
    "
